id,title,description,author,image_url,genre
4416,Sunflowers in the Sand: Stories from Children of War,The author recounts the experiences of children who are caught in the crossfire of war in the Balkans.,Leah Curtin,http://books.google.com/books/content?id=mqkqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
4418,"Lord Jim,: A tale (The works of Joseph Conrad. The uniform ed)","Writing near the peak of the British Empire, Conrad drew on the national experiences of his native Poland—during nearly all his life, parceled out among three occupying empires—and on his own experiences in the French and British merchant navies, to create short stories and novels that reflect aspects of a European-dominated world—including imperialism and colonialism—and that profoundly explore the human psyche. Conrad is considered a literary impressionist by some and an early modernist by others, though his works also contain elements of 19th-century realism. His narrative style and anti-heroic characters have influenced numerous authors. Many dramatic films have been adapted from and inspired by his works. Numerous writers and critics have commented that his fictional works, written largely in the first two decades of the 20th century, seem to have anticipated later world events. The Novels and Novellas ALMAYER’S FOLLY AN OUTCAST OF THE ISLANDS THE NIGGER OF THE NARCISSUS LORD JIM THE INHERITORS TYPHOON HEART OF DARKNESS ROMANCE NOSTROMO THE SECRET AGENT UNDER WESTERN EYES CHANCE VICTORY THE SHADOW-LINE THE ARROW OF GOLD THE RESCUE THE NATURE OF A CRIME THE ROVER SUSPENSE The Short Stories THE BLACK MATE THE IDIOTS THE LAGOON AN OUTPOST OF PROGRESS THE RETURN KARAIN: A MEMORY YOUTH FALK AMY FOSTER TO-MORROW THE END OF THE TETHER GASPAR RUIZ THE INFORMER THE BRUTE AN ANARCHIST THE DUEL IL CONDE A SMILE OF FORTUNE THE SECRET SHARER FREYA OF THE SEVEN ISLES PRINCE ROMAN THE PLANTER OF MALATA THE PARTNER THE INN OF THE TWO WITCHES BECAUSE OF THE DOLLARS THE WARRIOR'S SOUL THE TALE The Memoirs THE MIRROR OF THE SEA A PERSONAL RECORD Collected Essays",Joseph Conrad,http://books.google.com/books/content?id=Dl56EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
4419,"Wind, Sand and Stars","From the author of the beloved classic The Little Prince and a winner of the Grand Prix of the Académie Française, Wind, Sand and Stars captures the grandeur, danger, and isolation of flight. Its exciting account of air adventure, combined with lyrical prose and the spirit of a philosopher, makes it one of the most popular works ever written about flying. Translated by Lewis Galantière.",Antoine de Saint-Exupéry,http://books.google.com/books/content?id=hoIRBgm7ej8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Biography & Autobiography
4420,A Practical Guide to Appellate Advocacy (Coursebook Series),"Mary Beth Beazley’s highly regarded A Practical Guide to Appellate Advocacy is a comprehensive student-focused guide to writing appellate briefs. Written in an understandable, direct writing style, this concise paperback’s effective structure centers on a four-point approach to writing and breaks each point down into key elements that are then treated in-depth. New to the Fifth Edition: New bullets at the end of each chapter reviewing major takeaways Expanded coverage of research advice in Chapter 3, including discussion on Boolean searches A new chapter on using statutes in briefs, covering Reading statutes effectively Making statutory interpretation arguments Research techniques for statutory interpretation arguments Professors and students will benefit from: Student-friendly writing that is easy to read and understand Annotated examples – both good and bad – that help students understand why certain methods are effective Chapters on effective use of cases and statutes that address common problems experienced by students Numerous formulas that make learning and remembering easy: Creac Formula for effective topic sentences Formula for effective case descriptions """"Template"""" formula for effective signals to the reader Teaching materials include: Powerpoints with effective examples and teaching notes Self-grading guidelines and examples of self-grading of effective and ineffective legal writing",Mary Beth Beazley,http://books.google.com/books/content?id=pmxuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Law
4422,The Loving Dominant,"John and Libby Warren are long term participants in the dominance/submission scene. Here, they offer clear advice on how to conduct oneself in sadomasochistic relationships.","John Warren', 'Libby Warren",http://books.google.com/books/content?id=WQDQQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Family & Relationships
4423,Steely Dan: Reelin' in the Years,"Reelin’ in the Years tell the remarkable story of the American jazz rock band who have sold over 50 million albums during a career lasting over 20 years: Steely Dan. Updated and revised for 2018. Walter Becker and Donald Fagen, a couple of cynical New York jazz fans wormed their way into a record contract and astonished critics with their first album Can't Buy a Thrill in 1973. Nine albums later, they were among the biggest selling acts in the world. Steely Dan were different from the rest of rock's super-sellers. They rarely gave interviews and, after some early bad experiences on the road, they refused to tour. They didn't have their photographs taken and few people knew what they looked like. Steely Dan weren’t even a proper group; it was two musicians and a producer, yet every top notch player in the world lined up to appear on their albums. This book, penned by Brian Sweet, the editor and publisher of Metal Leg, the UK-based Steely Dan fanzine, finally draws back the veil of secrecy that surrounded Walter Becker and Donald Fagen. Here is the story of how they made their music and lived their lives.",Brian Sweet,http://books.google.com/books/content?id=5BRhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Music
4424,More than numbers,"Mead explores what church growth and evangelism really mean in a time when it is mathematically impossible for every congregation to achieve significant numerical growth. He argues provocatively that spiritual, organizational, and missional growth are just as important as numerical growth, and that all four are needed for a truly healthy and growing church. Case studies and discussion questions are included.",Loren B. Mead,http://books.google.com/books/content?id=21r1AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
4425,Murder for Breakfast,"“The perfect romance or beach read, with a difference: its enthusiasm and beautiful descriptions offer an unexpected attention to the complexity of not just evolving love, but evolving psyches. It's a delightful recommendation for romance readers looking for a touch more complexity from their romance reads.” --Midwest Book Review (For Now and Forever) THE GHOSTLY GROUNDS: MURDER AND BREAKFAST is the debut novel in a charming new cozy mystery series by bestselling author Sophie Love, author of The Inn at Sunset Harbor series, a #1 Bestseller with over 200 five-star reviews. Marie Fortune, 39, a successful dog groomer in Boston, has had enough of catering to the wealthy and their pampered dogs. Realizing it is time to make a change, she quits and heads to a small coastal town in Maine where she remembers fond summers as a kid. Marie expects to go for a brief getaway—and is shocked to learn that her great-aunt left her an inheritance: a dilapidated, historic house high up on a hill overlooking the harbor. Marie feels an instant connection. Although the locals tell her it would be folly, Marie decides to renovate and give it a second life as a B&B. But there is one thing she couldn’t have planned for: the house is haunted. Two things, actually: her great-aunt also left her a dog—and he is far from a typical dog. When an unexpected death occurs soon thereafter, solving the crime will be more than just a matter of curiosity for Marie—her very future may depend on it. A page-turning cozy, packed with mystery, love, hauntings, travel, pets and food—anchored around a small town and a B&B in need of renovation that will capture your heart—THE GHOSTLY GROUNDS is an un-putdownable cozy that will keep you turning pages (and laughing out loud) late into the night. “The romance is there, but not overdosed. Kudos to the author for this amazing start of a series that promises to be very entertaining.” --Books and Movies Reviews (For Now and Forever) Books #2 (DEATH AND BRUNCH), #3 (MALICE AND LUNCH), and #4 (VENGEANCE AND DINNER) are also now available!",Sophie Love,http://books.google.com/books/content?id=lcnYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
4426,Sams Letters To Jennifer,"When her beloved grandmother is hospitalised, Jennifer returns to the lakeside home where she spent a magical childhood. There she finds a package of letters addressed to her that tell of passion, intrigue and desire. This is the real tale of her grandmother's life. It's a shocking family secret, concealed for decades, and the most moving love story Jennifer has ever heard. Then comes the biggest surprise of all. Jennifer lets her guard down for a moment and is overcome by exhilarating new emotions. It might come with an unbearable cost - but her grandmother's letters make Jennifer think that love may help her find a way.",James Patterson,http://books.google.com/books/content?id=abM3S5Fh_OEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
4427,The Modern Woman's Guide to Life,"Here is the ultimate guide for today's women, created by their own expert peers. Women can learn how to prepare seven edible facials; behave at a bullfight; deal with friends' children; tip a taxi driver and much more. 150 line drawings.","Elizabeth Chapman', 'Maggie Kassner', 'Karen Kriberney",http://books.google.com/books/content?id=DPfkTpfrTeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Women
4428,The Dangerous Baron Leigh (Signet Regency Romance),"Lady Jocelyn Robards had lived secluded since her fiancé’s death, but when she traveled to her cousin’s castle she was rescued from danger by Lord Leigh, the man she once loved but whose marriage proposal she had refused. Now they must undertake a daring mission to recover a stolen heirloom—and their previous passion reawakens... Regency Romance by Emily Hendrickson; originally published by Signet",Emily Hendrickson,http://books.google.com/books/content?id=xwygCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
4429,"The Secret of Red Gate Farm (Nancy Drew, Book 6)",Nancy Drew becomes involved in a mystery centering around a strange oriental perfume,Carolyn Keene,http://books.google.com/books/content?id=JfApAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Juvenile Fiction
4430,"Postmodernism, Reason and Religion","First Published in 1992. Routledge is an imprint of Taylor & Francis, an informa company.",Ernest Gellner,http://books.google.com/books/content?id=7ZeJAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Social Science
4431,Effective Handling of Manipulative Persons,,John D. Lentz,http://books.google.com/books/content?id=6rYbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Social Science
4433,"I, Fatty: A Novel","A guided group tour to concentration camps in Poland and Germany allows Stahl to confront personal and historical demons with both deep despair and savage humor ""Nein, Nein, Nein! is the unbelievable true story of a guided bus tour to Nazi concentration camps, told as only Jerry Stahl can tell it, with an acid wit as deadly serious as it is hilarious, insane, and weirdly life-affirming. The destinations he describes are real, but who else would dare to take us there? Stahl is fearless, gripping, and most unsparing about his own damned soul. I read everything he writes."" —Eric Bogosian, actor/playwright ""There’s dark humor, and then there is Nein, Nein, Nein! Jerry Stahl manages a balancing act here that would put all the trapeze artists of the world to shame."" —Lucy Sante, author of Low Life ""A disturbing, funny, dark travelogue."" —Marc Maron In September 2016, Jerry Stahl was feeling nervous on the eve of a two-week trip across Poland and Germany. But it was not just the stops at Auschwitz, Buchenwald, and Dachau that gave him anxiety. It was the fact that he would be traveling with two dozen strangers, by bus. In a tour group. And he was not a tour-group kind of guy. The decision to visit Holocaust-world did not come easy. Stahl’s lifelong depression at an all-time high, his career and personal life at an all-time low, he had the idea to go on a trip where the despair he was feeling—out-of- control sadness, regret, and fear, not just for himself, but for the entire United States—would be appropriate. And where was despair more appropriate than the land of the Six Million? Seamlessly weaving global and personal history, through the lens of Stahl’s own bent perspective, Nein, Nein, Nein! stands out as a triumph of strange-o reporting, a tale that takes us from gang polkas to tour-rash to the truly disturbing snack bar at Auschwitz. Strap in for a raw, surreal, and redemptively hilarious trip. Get on the bus.",Jerry Stahl,http://books.google.com/books/content?id=7qxTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Biography & Autobiography
4434,Cordon of Steel: The US Navy and the Cuban Missile Crisis,,Curtis A. Utz,http://books.google.com/books/content?id=Uv9eFQeiRi0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,History
4437,Brief Cherishing: A Napa Valley Harvest,"The Encyclopedia of Women of the American West captures the lives of more than 150 women who made their mark from the mid-1800s to the present, contextualizing their experiences and contributions to American society. Including many women profiled for the first time, the encyclopedia offers immense value and interest to practicing historians as well as students and the public.","Gordon Moris Bakken', 'Brenda Farrington",http://books.google.com/books/content?id=K5x2AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,History
4440,"What the Bee Knows: Reflections on Myth, Symbol and Story",,Pamela Lyndon Travers,http://books.google.com/books/content?id=wBckAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Literary Criticism
4441,Growing Up with Joey: A Mother's Story of Her Son's Disability and Her Family's Triumph,,Sandy Papazian,http://books.google.com/books/content?id=NBmoAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Social Science
4443,Statistical Mechanics,"This is the definitive treatise on the fundamentals of statistical mechanics. A concise exposition of classical statistical mechanics is followed by a thorough elucidation of quantum statistical mechanics: postulates, theorems, statistical ensembles, changes in quantum mechanical systems with time, and more. The final two chapters discuss applications of statistical mechanics to thermodynamic behavior. 1930 edition.",Richard Chace Tolman,http://books.google.com/books/content?id=4TqQZo962s0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Science
4444,"WOW-World of Wrestling: Best of WCW, ECW, WWF","Packed with awesome action shots and brought to the reader by a staff of reporters, photographers, columnists, and experts in their fields, this book reveals what goes on behind the scenes in pro wrestling.","Benchmark', 'Triumph Books",http://books.google.com/books/content?id=rNVKPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Wrestlers
4445,"Be Holy (Leviticus): Becoming ""Set Apart"" for God (The BE Series Commentary)","Encounter the ultimate profile in courage It takes courage to walk out our faith. Courage to stand for what we believe. To set our standards on Biblical truth, not cultural trends. To pursue a life defined by integrity and character. And we find no greater profile in courage than in the life of Christ. This study follows our Savior as he faced opposition, challenged critics, and courageously chose to make the ultimate sacrifice. Part of Dr. Warren W. Wiersbe's best-selling ""BE"" commentary series, BE Courageous has now been updated with study questions and a new introduction by Ken Baugh. A respected pastor and Bible teacher, Dr. Wiersbe explores the courageous life of Christ. You'll be encouraged to trust God, and inspired to embrace fearless living.",Warren W. Wiersbe,http://books.google.com/books/content?id=Ql95mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Religion
4446,"Walking Bucks County, Pa: Country & Town","Comprehensive maps are the central feature of this book, which describes a variety of walks including trails, state and local parks, the Delaware Canal towpath, historic districts in Newtown and Doylestown, the shops and restaurants of New Hope, and a collection of quiet country back roads.",Catherine D. Kerr,http://books.google.com/books/content?id=NVULAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sports & Recreation
4448,The Call: Discovering Why You Are Here,"The Call exhorts us to heed the voice inside us, calling us to discover and to live fully our true selves and our heart's desires - finding our own unique calling, not in the expectations of others and in the outside world, but deep within ourselves. I have heard it all my life A voice calling a name I recognized as myown. Sometimes it comes as a soft-belliedwhisper. Sometimes it holds an edge of urgency. But always it says: Wake up my love. Youare walking asleep. There's no safety in that! The Call, like Oriah's previous books, starts with an evocative, richly textured prose poem. In it, Oriah challenges readers to discard what they know of themselves as seen through other people and the world around them, and to delve deep into their own selves to find who they truly are. She persuades the reader that there is nothing as essential as what you believe yourself to be, and that it's not necessary to search for meaning in other people and the world's agendas; just be confident of your own distinct gifts, challenges and dreams.",Oriah,http://books.google.com/books/content?id=a-OilwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Religion
4449,Teach Yourself Tap Dancing,"Illustrated lessons provide a convenient way to learn tap steps and techniques at home and range from warm-up exercises to three complete routines a la Kelly, Astaire, and Miller",Robert Audy,http://books.google.com/books/content?id=KGLUt7EshHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tap dancing.
4452,Thirteen Coptic Acrostic Hymns (Griffith Institute publications),,Coptic Church,http://books.google.com/books/content?id=ufotAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Acrostics
4454,Cybersex,"First Published in 2000. Routledge is an imprint of Taylor & Francis, an informa company.",Al Cooper,http://books.google.com/books/content?id=XM-UGyhdz2wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Language Arts & Disciplines
4455,"The Thirteen Books of the Elements, Vol. 1: Books 1-2","Volume 1 of 3-volume set containing complete English text of all 13 books of the Elements plus critical analysis of each definition, postulate, and proposition. Vol. 1 includes Introduction, Books I and II: Triangles, rectangles.",Euclid,http://books.google.com/books/content?id=1VzCAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Mathematics
4456,The White Peacock (The Cambridge Edition of the Works of D. H. Lawrence),"Lawrence's first novel The White Peacock was begun in 1906, rewritten three times, and published in 1911. The Cambridge edition uses the final manuscript as base-text, and faithfully recovers Lawrence's words and punctuation from the layers of publishers' house-styling and their errors; original passages, changed for censorship reasons, are reinstated. Andrew Robertson's introduction sets out the history of Lawrence's writing and revision, and the generally favourable reception by friends and reviewers. Lawrence incorporated much of his own experience and reading on to the novel which is set just north-east of Eastwood, and modelled characters on his friends and family. The notes identify real-life places and people, explain dialect forms, literary allusions, and historical references, and include sensitive passages deleted before publication. The textual apparatus records all the variant readings and the appendix prints the two surviving fragments from the earliest manuscripts of the novel, then entitled 'Laetitia'.",D. H. Lawrence,http://books.google.com/books/content?id=nmyRzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Literary Collections
4457,A Special Delivery: Mother-Daughter Letters From Afar,"Meet the Mitchells: Joyce, a New Englander with time-honored ideas about family, work, and childbearing. And Elizabeth, a young woman who makes unconventional choices about where to live, ways to support herself, and how to give birth. A mother and daughter, half a world apart, who stay connected by writing letters -- intimate, honest, loving letters.Through their letters, you will enter the worlds of two fascinating women. Visit Elizabeth's home in an idyllic corner of New Zealand. Join Joyce's whirlwind life in New York City and Vermont. Share their joy, their excitement -- and their anxious moments -- as they await the birth of Elizabeth's first child, Joyce's first grandchild.From Elizabeth's announcement, I have a new love, to the tense hours leading up to her baby's birth, these letters will captivate you.","Joyce Slayton Mitchell', 'Elizabeth Dix Mitchell",http://books.google.com/books/content?id=jy6e2NKOFpsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Family & Relationships
4458,Raising Cain: Protecting the Emotional Life of Boys,"The stunning success of Reviving Ophelia, Mary Pipher’s landmark book, showed a true and pressing need to address the emotional lives of girls. Now, finally, here is the book that answers our equally timely and critical need to understand our boys. In Raising Cain, Dan Kindlon, Ph.D., and Michael Thompson, Ph.D., two of the country’s leading child psychologists, share what they have learned in more than thirty-five years of combined experience working with boys and their families. They reveal a nation of boys who are hurting—sad, afraid, angry, and silent. Statistics point to an alarming number of young boys at high risk for suicide, alcohol and drug abuse, violence and loneliness. Kindlon and Thompson set out to answer this basic, crucial question: What do boys need that they’re not getting? They illuminate the forces that threaten our boys, teaching them to believe that “cool” equals macho strength and stoicism. Cutting through outdated theories of “mother blame,” “boy biology,” and ""testosterone,” Kindlon and Thompson shed light on the destructive emotional training our boys receive—the emotional miseducation of boys. Through moving case studies and cutting-edge research, Raising Cain paints a portrait of boys systematically steered away from their emotional lives by adults and the peer “culture of cruelty”—boys who receive little encouragement to develop qualities such as compassion, sensitivity, and warmth. The good news is that this doesn't have to happen. There is much we can do to prevent it. Kindlon and Thompson make a compelling case that emotional literacy is the most valuable gift we can offer our sons, urging parents to recognize the price boys pay when we hold them to an impossible standard of manhood. They identify the social and emotional challenges that boys encounter in school and show how parents can help boys cultivate emotional awareness and empathy—giving them the vital connections and support they need to navigate the social pressures of youth. Powerfully written and deeply felt, Raising Cain will forever change the way we see our sons and will transform the way we help them to become happy and fulfilled young men.","Dan Kindlon, Ph.D.', 'Michael Thompson, PhD",http://books.google.com/books/content?id=2D0OQAGV96kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Family & Relationships
4459,How to Play the Hawaiian Ukulele: 10 Easy Lessons,"This easy-to-follow guide instructs how to play the popular Hawaiian musical instrument- the ukulele- in ten easy lessons. Readers will learn how to read music, strumming techniques, finger exercises, and accompaniments and songs to sing along to. Includes a glossary and chord chart for easy reference.","Diane Witt', 'Doris Fuchikami",http://books.google.com/books/content?id=aHfmwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Music
4464,Fractal Creations,"The dazzling world of fractals is now at the fingertips of any computer user with a wonderful new program, included with the book, which combines the features of fractal microscope, a paint prgram, and a lab bench. It's called FRACTINT, and it lets users control fractal generation, manipulation, editing, alteration and storage. The program enables users to generate any of 60 built-in fractals or type in their own fractal formulas.","Timothy Wegner', 'Mark Peterson",http://books.google.com/books/content?id=xk1AAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computer graphics
4465,No Man's World (A Novel of Space),"Science Fiction and Fantasy Literature, A Checklist, 1700-1974, Volume one of Two, contains an Author Index, Title Index, Series Index, Awards Index, and the Ace and Belmont Doubles Index.","R. Reginald', 'Douglas Menville', 'Mary A. Burgess",http://books.google.com/books/content?id=P8zW2AH6150C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Reference
4466,Countdown: August,"Witness the events leading to the new CBS All Access series PICARD in this graphic novel where new characters are introduced and secrets will be revealed. Before he retired to his vineyard, Jean-Luc Picard was the most decorated admiral in Starfleet. Then one mission changed his life forever. What could make this dedicated and disciplined leader question his calling?","Kristen Beyer', 'Mike Johnson",http://books.google.com/books/content?id=wELXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Comics & Graphic Novels
4468,"Cooking with Seitan: The Complete Vegetarian ""Wheat-Meat"" Cookbook","Introduces seitan, a tofu-like food made from wheat, and shares a variety of recipes featuring it",Leonard Jacobs,http://books.google.com/books/content?id=m4XPdU4g4lkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cooking
4469,Jeremiah,"The New International Biblical Commentary (NIBC) offers the best of contemporary scholarship in a format useful both for general readers and serious students. Based on the widely used New International Version translation, the NIBC presents careful section-by-section exposition with key terms and phrases highlighted and all Hebrew transliterated. A separate section of notes at the close of each chapter provides additional textual and technical comments. Each commentary also includes a selected bibliography as well as Scripture and subject indexes.",Tremper Longman III,http://books.google.com/books/content?id=wDlXoM_zW64C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
4470,"Gold camp: Alder Gulch and Virginia City, Montana",,Larry Barsness,http://books.google.com/books/content?id=_RkedNBlttMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gold mines and mining
4471,The Art of Oil Painting,"From the days of the early Masters, oil painting has inspired and intrigued artists of all skill levels. In The Art of Basic Oil Painting, artists interested in learning how to work with this complex and multifaceted medium will find inspiration through clear, step-by-step painting lessons covering a variety of approachable subjects. First, artists will be guided through the tools and materials required for oil painting, including brushes, supports, mediums, palettes, and paint. This inclusive book also has sections on basic drawing techniques and color theory, as well as brief overviews of perspective, composition, lighting, and painting from photographs. Expert oil painters then guide artists along the way by outlining basic painting techniques, demonstrating how to work with various mediums, teaching the intricacies of color mixing, and much more in an easy-to-digest format. Artists will enjoy working their way through step-by-step projects spanning a wide range of appealing subjects--including portraits, landscapes, seascapes, still lifes, and florals. Full of inspiring and beautiful works of art, The Art of Basic Oil Painting also features techniques for rendering light and shadow, creating textures, and achieving lifelike results. With its fresh approach and plethora of tips and techniques, this book provides contemporary instructions for rendering realistic works of art in a long-standing, timeless medium. Whether you are a beginning artist looking to get started in oil painting or an experienced painter looking to improve your breadth of knowledge, The Art of Basic Oil Painting offers a comprehensive guide that no fine oil artist should be without.","Marcia Baldwin', 'James Sulkowski', 'Lorraine Gray', 'Jim McConlogue', 'Glenda Brown', 'Varvara Harmon', 'Jason Morgan', 'Vanessa Rothe",http://books.google.com/books/content?id=4w2zmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Art
4472,Studies on book one of the Psalms,"As we are about to enter upon the study of this book, I want to say first a few things of an introductory character. I suppose there is no portion of Holy Scripture that has meant more to the people of God, particularly to tried and afflicted believers down through both the Jewish and Christian centuries, than the book of Psalms. Of course the worship expressed in this book does not rise to the full character of Christian worship as in this present dispensation of the grace of God. As we read the Psalms we need to remember that when they were written our Lord Jesus had not yet become incarnate; consequently, redemption had not been effected, and so the veil was still unrent. God, as it were, was shut away from man, and man was shut out from God; and so the worshiper of Old Testament times gives expression to certain things that would not be suitable from the lips of an instructed worshiper in this present age of grace. David prays, “Take not Thy Holy Spirit from me.” No well instructed Christian would pray that today, for we know now that we have received the Holy Spirit to abide with us forever. We have been sealed by the Holy Spirit until the redemption of the purchased possession. And then there are a great many of the prayers in the book of Psalms that imply a hidden God. But today God has come out into the light, since our Lord Jesus, by His sacrificial death upon the Cross, has rent the veil and opened up the way into the immediate presence of God for poor sinners and enabled God to come out to man in all the perfection of His glorious Person.",H.A. Ironside,http://books.google.com/books/content?id=sZOdCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
4474,Information Warfare and Security,"What individuals, corporations, and governments need to know about information-related attacks and defenses! Every day, we hear reports of hackers who have penetrated computer networks, vandalized Web pages, and accessed sensitive information. We hear how they have tampered with medical records, disrupted emergency 911 systems, and siphoned money from bank accounts. Could information terrorists, using nothing more than a personal computer, cause planes to crash, widespread power blackouts, or financial chaos? Such real and imaginary scenarios, and our defense against them, are the stuff of information warfare-operations that target or exploit information media to win some objective over an adversary. Dorothy E. Denning, a pioneer in computer security, provides in this book a framework for understanding and dealing with information-based threats: computer break-ins, fraud, sabotage, espionage, piracy, identity theft, invasions of privacy, and electronic warfare. She describes these attacks with astonishing, real examples, as in her analysis of information warfare operations during the Gulf War. Then, offering sound advice for security practices and policies, she explains countermeasures that are both possible and necessary. You will find in this book: A comprehensive and coherent treatment of offensive and defensive information warfare, identifying the key actors, targets, methods, technologies, outcomes, policies, and laws; A theory of information warfare that explains and integrates within a single framework operations involving diverse actors and media; An accurate picture of the threats, illuminated by actual incidents; A description of information warfare technologies and their limitations, particularly the limitations of defensive technologies. Whatever your interest or role in the emerging field of information warfare, this book will give you the background you need to make informed judgments about potential threats and our defenses against them. 0201433036B04062001",Dorothy Elizabeth Robling Denning,http://books.google.com/books/content?id=I9IgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers
4476,Enticed,"""Have we met?"" Answer: a right hook! Because Bryony Morgan pulls no punches. Even when she's very pregnant and facing down the father of her unborn child. She fell for wealthy hotelier Rafael de Luca when he courted her for her beachfront real estate. Then he disappeared. Now, she's in New York for answers—and she won't accept a brush-off. But selective amnesia after a crash has Rafael puzzled. How could he ever forget a combustible beauty like Bryony? Solution: return to the island where they met, and relive the unforgettable nights in question—until he remembers everything…",Maya Banks,http://books.google.com/books/content?id=Hay4AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
4477,Watercolor Secrets For Painting Light,"Light started this world and for Betty Lou Schlemm, light is one of the most important parts of a painting. In chapter after chapter, she explains some of her views on light and how it affects the painting in color, its effects on the atmosphere and the pictorial space. Without this one element in the painting, the artist says, there is nothing. She first discusses the theory behind her painting procedure and philosophy and then, in the demonstrations that follow, she shows how to apply these ideas in practice.",Betty L. Schlemm,http://books.google.com/books/content?id=RRHFPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Art
4478,White Slaves of the Nootka: The Adventures and Sufferings of John R Jewitt While a Captive of the Nootka Indians 1803-05,"While anchored in Nootka Sound the Boston was attacked by what were thought of as friendly Nootka Indians. The two only survivors became slaves owned by Chief Maquinna. Their worst fear was the realization that they could be killed whenever their master chose. Rescued after 28 months in captivity, this is Jewitt's story in his own words. -- A gripping story of a real life adventure",John Rodgers Jewitt,http://books.google.com/books/content?id=9Pe9PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography
